Provisional Final Fantasy IV ROM Map

Last Updated: 2024-05-15 16:06:36 UTC

The following is a provisional ROM map of Final Fantasy IV. It is currently
automatically generated from the source files of an incomplete disassembly of
the game. As such, things may be mislabeled or otherwise incorrect. Use this
information at your own risk. Here is a brief description of each field:

Label           A descriptive-ish name given to the region of code or data. May
                or may not be specific enough to accurately describe the region.
                Labels prefixed by underscores are subroutines expected to be
                used within the same bank (JSR/RTS). Other subroutines should be
                accessed with JSL/RTL. Most data blocks are suffixed with _data,
                but there are some scragglers that slipped through. Labels that
                start with CODE_ or DATA_ are ones that I have not bothered to
                accurately label yet beyond their use as code or data.

Mapped Address  The address of the region as accessed on the SNES system bus.
                Unless you have a particularly good reason (editing a file
                directly in a hex editor), you should always be use this
                address, as any written pointers will need to be written in
                this form anyway.

Binary Address  The address of the region in the actual ROM dump. As far as the
                game itself is concerned, this address does not exist. It is
                primarily useful for direct hex editing, but its use should
                otherwise be limited.

Type            A vague description of what this region contains.

Size            The size of the region in bytes. Do note that since a single
                logical region can occasionally have multiple labels, this value
                is not necessarily accurate.

+-----------------------------------------------------------------------+---------------------+-------------------+---------+--------+
|                                 Label                                 |   Mapped Address    |  Binary Address   |  Type   |  Size  |
| event_babil_explosions_data                                           | $12:E680 - $12:E682 | $096680 - $096682 | Data    |      3 |
| event_none_data                                                       | $12:E683 - $12:E683 | $096683 - $096683 | Data    |      1 |
| UNUSED_12E684                                                         | $12:E684 - $12:E68A | $096684 - $09668A | Data    |      7 |
| UNUSED_12E68B                                                         | $12:E68B - $12:EFFF | $09668B - $096FFF | Unused  |   2421 |
| npc_sprite_mapping_data                                               | $12:F000 - $12:F1FF | $097000 - $0971FF | Data    |    512 |
| initial_npc_status_data                                               | $12:F200 - $12:F23F | $097200 - $09723F | Data    |     64 |
| initial_plot_flag_data                                                | $12:F240 - $12:F25F | $097240 - $09725F | Data    |     32 |
| conditional_event_offset_data                                         | $12:F260 - $12:F45F | $097260 - $09745F | Data    |    512 |
| conditional_event_data                                                | $12:F460 - $12:F616 | $097460 - $097616 | Data    |    439 |
| UNUSED_12F617                                                         | $12:F617 - $12:F65F | $097617 - $09765F | Unused  |     73 |
| ending_planet_oam_data                                                | $12:F660 - $12:F7E3 | $097660 - $0977E3 | Data    |    388 |
| UNUSED_12F7E4                                                         | $12:F7E4 - $12:FFFF | $0977E4 - $097FFF | Unused  |   2076 |
| npc_placement_offset_data                                             | $13:8000 - $13:82FF | $098000 - $0982FF | Data    |    768 |
| npc_placement_data                                                    | $13:8300 - $13:96FF | $098300 - $0996FF | Data    |   5120 |
| dialog_dte_data                                                       | $13:9700 - $13:97FF | $099700 - $0997FF | Data    |    256 |
| npc_event_offset_data                                                 | $13:9800 - $13:9BFF | $099800 - $099BFF | Data    |   1024 |
| npc_event_data                                                        | $13:9C00 - $13:A292 | $099C00 - $09A292 | Data    |   1683 |
| UNUSED_13A293                                                         | $13:A293 - $13:A2FF | $09A293 - $09A2FF | Unused  |    109 |
| shop_item_data                                                        | $13:A300 - $13:A47F | $09A300 - $09A47F | Data    |    384 |
| UNUSED_13A480                                                         | $13:A480 - $13:A4FF | $09A480 - $09A4FF | Unused  |    128 |
| dialog_offset_data                                                    | $13:A500 - $13:A6FF | $09A500 - $09A6FF | Data    |    512 |
| dialog_message_data                                                   | $13:A700 - $13:CD8E | $09A700 - $09CD8E | Data    |   9871 |
| UNUSED_13CD8F                                                         | $13:CD8F - $13:D1FF | $09CD8F - $09D1FF | Data    |   1137 |
| ending_legend_moon_palette_data                                       | $13:D200 - $13:D2FF | $09D200 - $09D2FF | Data    |    256 |
| sprite_ending_star_field_data                                         | $13:D300 - $13:D50F | $09D300 - $09D50F | Data    |    528 |
| credits_palette_data                                                  | $13:D510 - $13:D60F | $09D510 - $09D60F | Data    |    256 |
| _special_animate_ending_credits                                       | $13:D610 - $13:D62A | $09D610 - $09D62A | Code    |     27 |
| _special_animate_ending_moon                                          | $13:D62B - $13:D651 | $09D62B - $09D651 | Code    |     39 |
| special_animate_ending_legend                                         | $13:D652 - $13:D66A | $09D652 - $09D66A | Code    |     25 |
| _special_animate_ending_common                                        | $13:D66B - $13:D704 | $09D66B - $09D704 | Code    |    154 |
| _special_slow_ppu_fade_out                                            | $13:D705 - $13:D717 | $09D705 - $09D717 | Code    |     19 |
| _special_slow_ppu_fade_in                                             | $13:D718 - $13:D72F | $09D718 - $09D72F | Code    |     24 |
| _special_copy_the_end_tiles_to_vram                                   | $13:D730 - $13:D763 | $09D730 - $09D763 | Code    |     52 |
| _special_load_tiles_to_vram                                           | $13:D764 - $13:D7D5 | $09D764 - $09D7D5 | Code    |    114 |
| _special_load_dialog_credits                                          | $13:D7D6 - $13:D801 | $09D7D6 - $09D801 | Code    |     44 |
| _special_load_background_tilemap                                      | $13:D802 - $13:D87E | $09D802 - $09D87E | Code    |    125 |
| _special_earth_rotate_working                                         | $13:D87F - $13:D899 | $09D87F - $09D899 | Code    |     27 |
| _special_earth_rotate_into_final                                      | $13:D89A - $13:D8B4 | $09D89A - $09D8B4 | Code    |     27 |
| _special_planet_load_earth_tiles                                      | $13:D8B5 - $13:D8E8 | $09D8B5 - $09D8E8 | Code    |     52 |
| _special_load_star_field_tiles                                        | $13:D8E9 - $13:D8F9 | $09D8E9 - $09D8F9 | Code    |     17 |
| _special_copy_3bpp_to_vram                                            | $13:D8FA - $13:D92C | $09D8FA - $09D92C | Code    |     51 |
| _special_planet_generate_earth_frames                                 | $13:D92D - $13:D976 | $09D92D - $09D976 | Code    |     74 |
| _special_earth_tiles_rotate_row                                       | $13:D977 - $13:D98F | $09D977 - $09D98F | Code    |     25 |
| _special_earth_generate_next_frame                                    | $13:D990 - $13:DA68 | $09D990 - $09DA68 | Code    |    217 |
| _special_update_planet_oam_with_palette                               | $13:DA69 - $13:DA6D | $09DA69 - $09DA6D | Code    |      5 |
| _special_update_planet_oam                                            | $13:DA6E - $13:DA6F | $09DA6E - $09DA6F | Code    |      2 |
| __special_update_planet_oam_common                                    | $13:DA70 - $13:DB0B | $09DA70 - $09DB0B | Code    |    156 |
| oam_hi_mask_data                                                      | $13:DB0C - $13:DB0F | $09DB0C - $09DB0F | Data    |      4 |
| _special_planet_set_moon_magnitude_far                                | $13:DB10 - $13:DB22 | $09DB10 - $09DB22 | Code    |     19 |
| _special_planet_set_moon_magnitude_near                               | $13:DB23 - $13:DB35 | $09DB23 - $09DB35 | Code    |     19 |
| special_hdma_table_data                                               | $13:DB36 - $13:DB4A | $09DB36 - $09DB4A | Data    |     21 |
| _special_init_hdma                                                    | $13:DB4B - $13:DBA6 | $09DB4B - $09DBA6 | Code    |     92 |
| ending_legend_moon_star_palette_offset_data                           | $13:DBA7 - $13:DBA8 | $09DBA7 - $09DBA8 | Data    |      2 |
| _special_legend_moon_update_palettes                                  | $13:DBA9 - $13:DBE7 | $09DBA9 - $09DBE7 | Code    |     63 |
| _special_set_mode_7_scaling_hdma                                      | $13:DBE8 - $13:DC08 | $09DBE8 - $09DC08 | Code    |     33 |
| _special_planet_init                                                  | $13:DC09 - $13:DD7E | $09DC09 - $09DD7E | Code    |    374 |
| _special_update_all_planet_coordinates                                | $13:DD7F - $13:DDBA | $09DD7F - $09DDBA | Code    |     60 |
| _special_update_planet_coordinates                                    | $13:DDBB - $13:DDD5 | $09DDBB - $09DDD5 | Code    |     27 |
| _special_start_vram_dma                                               | $13:DDD6 - $13:DDFA | $09DDD6 - $09DDFA | Code    |     37 |
| _special_init_oam                                                     | $13:DDFB - $13:DE05 | $09DDFB - $09DE05 | Code    |     11 |
| _special_set_oam_to_70_x_240                                          | $13:DE06 - $13:DE13 | $09DE06 - $09DE13 | Code    |     14 |
| _special_init                                                         | $13:DE14 - $13:DF18 | $09DE14 - $09DF18 | Code    |    261 |
| _special_zero_vram                                                    | $13:DF19 - $13:DF3E | $09DF19 - $09DF3E | Code    |     38 |
| zero_word_data                                                        | $13:DF3F - $13:DF40 | $09DF3F - $09DF40 | Data    |      2 |
| _special_wait_for_nmi_and_update_star_field_entries_if_credits        | $13:DF41 - $13:DF4C | $09DF41 - $09DF4C | Code    |     12 |
| _special_star_field_update_entries_if_credits                         | $13:DF4D - $13:DF56 | $09DF4D - $09DF56 | Code    |     10 |
| earth_circle_pixel_map_data                                           | $13:DF57 - $13:E056 | $09DF57 - $09E056 | Data    |    256 |
| special_irq_handler                                                   | $13:E057 - $13:E057 | $09E057 - $09E057 | Code    |      1 |
| _special_start_vram_dma_4                                             | $13:E058 - $13:E07C | $09E058 - $09E07C | Code    |     37 |
| _special_update_earth_tiles                                           | $13:E07D - $13:E0A5 | $09E07D - $09E0A5 | Code    |     41 |
| _special_copy_cgram_to_ppu                                            | $13:E0A6 - $13:E0CA | $09E0A6 - $09E0CA | Code    |     37 |
| _special_copy_oam_to_ppu                                              | $13:E0CB - $13:E0F2 | $09E0CB - $09E0F2 | Code    |     40 |
| _unused_special_multiply_16bit_reg                                    | $13:E0F3 - $13:E10B | $09E0F3 - $09E10B | Code    |     25 |
| _special_planet_update_theta                                          | $13:E10C - $13:E121 | $09E10C - $09E121 | Code    |     22 |
| _special_planet_init_theta                                            | $13:E122 - $13:E138 | $09E122 - $09E138 | Code    |     23 |
| _special_planet_set_update_coordinates_earth                          | $13:E139 - $13:E14C | $09E139 - $09E14C | Code    |     20 |
| _special_planet_draw_earth                                            | $13:E14D - $13:E17B | $09E14D - $09E17B | Code    |     47 |
| _special_planet_draw_sun                                              | $13:E17C - $13:E195 | $09E17C - $09E195 | Code    |     26 |
| _special_planet_draw_brown_and_green                                  | $13:E196 - $13:E1E0 | $09E196 - $09E1E0 | Code    |     75 |
| _special_planet_draw_moon_1                                           | $13:E1E1 - $13:E246 | $09E1E1 - $09E246 | Code    |    102 |
| _special_planet_draw_stars                                            | $13:E247 - $13:E280 | $09E247 - $09E280 | Code    |     58 |
| _special_planet_draw_moon_2                                           | $13:E281 - $13:E2AB | $09E281 - $09E2AB | Code    |     43 |
| ending_planet_frame_data                                              | $13:E2AC - $13:E2DB | $09E2AC - $09E2DB | Data    |     48 |
| _special_planet_get_sprite_index_planet                               | $13:E2DC - $13:E2E1 | $09E2DC - $09E2E1 | Code    |      6 |
| _special_planet_get_sprite_index_moon                                 | $13:E2E2 - $13:E2EC | $09E2E2 - $09E2EC | Code    |     11 |
| __special_planet_get_sprite_index_common                              | $13:E2ED - $13:E310 | $09E2ED - $09E310 | Code    |     36 |
| _special_planet_draw_planets                                          | $13:E311 - $13:E3B0 | $09E311 - $09E3B0 | Code    |    160 |
| ending_earth_theta_update_mask_data                                   | $13:E3B1 - $13:E3B2 | $09E3B1 - $09E3B2 | Data    |      2 |
| special_nmi_handler                                                   | $13:E3B3 - $13:E4F1 | $09E3B3 - $09E4F1 | Code    |    319 |
| earth_circle_prefix_blank_data                                        | $13:E4F2 - $13:E511 | $09E4F2 - $09E511 | Data    |     32 |
